USER_ID,CAUSE_RANK,CAUSE,SCORE
user_187,4,ENVIRONMENT,0.162
user_187,5,EDUCATION,0.159
user_187,6,CLEAN_WATER,0.123
user_188,1,ANIMAL_RESCUE,0.215
user_188,2,ENVIRONMENT,0.187
user_188,3,DISASTER_RELIEF,0.165
user_188,4,COMMUNITY_HEALTH,0.159
user_188,5,CLEAN_WATER,0.143
user_188,6,EDUCATION,0.130
user_189,1,DISASTER_RELIEF,0.215
user_189,2,COMMUNITY_HEALTH,0.178
user_189,3,EDUCATION,0.175
user_189,4,CLEAN_WATER,0.168
user_189,5,ANIMAL_RESCUE,0.134
user_189,6,ENVIRONMENT,0.130
user_19,1,DISASTER_RELIEF,0.218
user_19,2,EDUCATION,0.185
user_19,3,COMMUNITY_HEALTH,0.166
user_19,4,ANIMAL_RESCUE,0.154
user_19,5,ENVIRONMENT,0.154
user_19,6,CLEAN_WATER,0.123
user_190,1,ANIMAL_RESCUE,0.217
user_190,2,ENVIRONMENT,0.179
user_190,3,DISASTER_RELIEF,0.163
user_190,4,COMMUNITY_HEALTH,0.159
user_190,5,CLEAN_WATER,0.151
user_190,6,EDUCATION,0.131
user_191,1,ANIMAL_RESCUE,0.201
user_191,2,COMMUNITY_HEALTH,0.194
user_191,3,CLEAN_WATER,0.188
user_191,4,ENVIRONMENT,0.154
user_191,5,DISASTER_RELIEF,0.144
user_191,6,EDUCATION,0.119
user_192,1,ANIMAL_RESCUE,0.200
user_192,2,COMMUNITY_HEALTH,0.199
user_192,3,CLEAN_WATER,0.186
user_192,4,ENVIRONMENT,0.147
user_192,5,DISASTER_RELIEF,0.140
user_192,6,EDUCATION,0.127
user_193,1,ANIMAL_RESCUE,0.201
user_193,2,COMMUNITY_HEALTH,0.194
user_193,3,CLEAN_WATER,0.178
user_193,4,DISASTER_RELIEF,0.155
user_193,5,ENVIRONMENT,0.150
user_193,6,EDUCATION,0.122
user_194,1,COMMUNITY_HEALTH,0.208
user_194,2,ANIMAL_RESCUE,0.191
user_194,3,CLEAN_WATER,0.168
user_194,4,DISASTER_RELIEF,0.166
user_194,5,ENVIRONMENT,0.145
user_194,6,EDUCATION,0.123
user_195,1,ANIMAL_RESCUE,0.252
user_195,2,CLEAN_WATER,0.178
user_195,3,ENVIRONMENT,0.154
user_195,4,DISASTER_RELIEF,0.142
user_195,5,EDUCATION,0.142
user_195,6,COMMUNITY_HEALTH,0.132
user_196,1,EDUCATION,0.205
user_196,2,COMMUNITY_HEALTH,0.196
user_196,3,CLEAN_WATER,0.186
user_196,4,ANIMAL_RESCUE,0.166
user_196,5,DISASTER_RELIEF,0.131
user_196,6,ENVIRONMENT,0.116
user_197,1,EDUCATION,0.228
user_197,2,ANIMAL_RESCUE,0.176
user_197,3,ENVIRONMENT,0.175
user_197,4,CLEAN_WATER,0.168
user_197,5,COMMUNITY_HEALTH,0.134
user_197,6,DISASTER_RELIEF,0.117
user_198,1,EDUCATION,0.204
user_198,2,ANIMAL_RESCUE,0.194
user_198,3,ENVIRONMENT,0.173
user_198,4,CLEAN_WATER,0.166
user_198,5,DISASTER_RELIEF,0.138
user_198,6,COMMUNITY_HEALTH,0.125
user_199,1,ENVIRONMENT,0.194
user_199,2,EDUCATION,0.191
user_199,3,ANIMAL_RESCUE,0.173
user_199,4,CLEAN_WATER,0.151
user_199,5,COMMUNITY_HEALTH,0.148
user_199,6,DISASTER_RELIEF,0.142
user_2,1,COMMUNITY_HEALTH,0.193
user_2,2,CLEAN_WATER,0.189
user_2,3,EDUCATION,0.188
user_2,4,ENVIRONMENT,0.147
user_2,5,DISASTER_RELIEF,0.142
user_2,6,ANIMAL_RESCUE,0.141
user_20,1,CLEAN_WATER,0.183
user_20,2,ENVIRONMENT,0.179
user_20,3,COMMUNITY_HEALTH,0.175
user_20,4,DISASTER_RELIEF,0.170
user_20,5,ANIMAL_RESCUE,0.167
user_20,6,EDUCATION,0.125
user_21,1,COMMUNITY_HEALTH,0.213
user_21,2,ANIMAL_RESCUE,0.200
user_21,3,CLEAN_WATER,0.175
user_21,4,EDUCATION,0.159
user_21,5,DISASTER_RELIEF,0.144
user_21,6,ENVIRONMENT,0.109
user_22,1,CLEAN_WATER,0.224
user_22,2,COMMUNITY_HEALTH,0.177
user_22,3,EDUCATION,0.165
user_22,4,ENVIRONMENT,0.164
user_22,5,ANIMAL_RESCUE,0.140
user_22,6,DISASTER_RELIEF,0.130
user_23,1,ANIMAL_RESCUE,0.210
user_23,2,EDUCATION,0.186
user_23,3,ENVIRONMENT,0.181
user_23,4,CLEAN_WATER,0.172
user_23,5,DISASTER_RELIEF,0.127
user_23,6,COMMUNITY_HEALTH,0.124
user_24,1,ANIMAL_RESCUE,0.197
user_24,2,CLEAN_WATER,0.170
user_24,3,DISASTER_RELIEF,0.167
user_24,4,COMMUNITY_HEALTH,0.165
user_24,5,ENVIRONMENT,0.154
user_24,6,EDUCATION,0.146
user_25,1,DISASTER_RELIEF,0.209
user_25,2,COMMUNITY_HEALTH,0.187
user_25,3,ANIMAL_RESCUE,0.172
user_25,4,CLEAN_WATER,0.147
user_25,5,EDUCATION,0.146
user_25,6,ENVIRONMENT,0.139
user_26,1,COMMUNITY_HEALTH,0.198
user_26,2,DISASTER_RELIEF,0.192
user_26,3,CLEAN_WATER,0.179
user_26,4,ANIMAL_RESCUE,0.167
user_26,5,EDUCATION,0.140
user_26,6,ENVIRONMENT,0.124
user_27,1,COMMUNITY_HEALTH,0.202
user_27,2,ANIMAL_RESCUE,0.196
user_27,3,CLEAN_WATER,0.176
user_27,4,DISASTER_RELIEF,0.171
user_27,5,ENVIRONMENT,0.145
user_27,6,EDUCATION,0.110
user_28,1,CLEAN_WATER,0.192
user_28,2,COMMUNITY_HEALTH,0.183
user_28,3,ENVIRONMENT,0.175
user_28,4,ANIMAL_RESCUE,0.171
user_28,5,DISASTER_RELIEF,0.167
user_28,6,EDUCATION,0.112
user_29,1,COMMUNITY_HEALTH,0.212
user_29,2,ANIMAL_RESCUE,0.200
user_29,3,CLEAN_WATER,0.178
user_29,4,DISASTER_RELIEF,0.167
user_29,5,EDUCATION,0.140
user_29,6,ENVIRONMENT,0.104
user_3,1,CLEAN_WATER,0.182
user_3,2,COMMUNITY_HEALTH,0.177
user_3,3,ANIMAL_RESCUE,0.168
user_3,4,ENVIRONMENT,0.167
user_3,5,DISASTER_RELIEF,0.164
user_3,6,EDUCATION,0.142
user_30,1,COMMUNITY_HEALTH,0.203
user_30,2,CLEAN_WATER,0.198
user_30,3,EDUCATION,0.179
user_30,4,ANIMAL_RESCUE,0.145
user_30,5,DISASTER_RELIEF,0.145
user_30,6,ENVIRONMENT,0.130
user_31,1,COMMUNITY_HEALTH,0.186
user_31,2,EDUCATION,0.181
user_31,3,CLEAN_WATER,0.179
user_31,4,ANIMAL_RESCUE,0.167
user_31,5,DISASTER_RELIEF,0.165
user_31,6,ENVIRONMENT,0.123
user_32,1,COMMUNITY_HEALTH,0.199
user_32,2,ANIMAL_RESCUE,0.194
user_32,3,CLEAN_WATER,0.176
user_32,4,DISASTER_RELIEF,0.171
user_32,5,ENVIRONMENT,0.149
user_32,6,EDUCATION,0.110
user_33,1,EDUCATION,0.246
user_33,2,ANIMAL_RESCUE,0.191
user_33,3,CLEAN_WATER,0.170
user_33,4,ENVIRONMENT,0.160
user_33,5,COMMUNITY_HEALTH,0.119
user_33,6,DISASTER_RELIEF,0.114
user_34,1,ANIMAL_RESCUE,0.204
user_34,2,DISASTER_RELIEF,0.173
user_34,3,ENVIRONMENT,0.170
user_34,4,CLEAN_WATER,0.160
user_34,5,COMMUNITY_HEALTH,0.155
user_34,6,EDUCATION,0.139
user_35,1,ANIMAL_RESCUE,0.225
user_35,2,CLEAN_WATER,0.163
user_35,3,ENVIRONMENT,0.163
user_35,4,EDUCATION,0.159
user_35,5,DISASTER_RELIEF,0.153
user_35,6,COMMUNITY_HEALTH,0.138
user_36,1,CLEAN_WATER,0.201
user_36,2,COMMUNITY_HEALTH,0.197
user_36,3,EDUCATION,0.187
user_36,4,ANIMAL_RESCUE,0.160
user_36,5,ENVIRONMENT,0.132
user_36,6,DISASTER_RELIEF,0.123
user_37,1,CLEAN_WATER,0.185
user_37,2,COMMUNITY_HEALTH,0.182
user_37,3,ENVIRONMENT,0.172
user_37,4,ANIMAL_RESCUE,0.170
user_37,5,DISASTER_RELIEF,0.159
user_37,6,EDUCATION,0.132
user_38,1,DISASTER_RELIEF,0.236
user_38,2,COMMUNITY_HEALTH,0.170
user_38,3,EDUCATION,0.166
user_38,4,ANIMAL_RESCUE,0.155
user_38,5,ENVIRONMENT,0.151
user_38,6,CLEAN_WATER,0.122
user_39,1,ANIMAL_RESCUE,0.242
user_39,2,COMMUNITY_HEALTH,0.161
user_39,3,CLEAN_WATER,0.158
user_39,4,ENVIRONMENT,0.158
user_39,5,DISASTER_RELIEF,0.156
user_39,6,EDUCATION,0.126
user_4,1,ANIMAL_RESCUE,0.220
user_4,2,ENVIRONMENT,0.192
user_4,3,EDUCATION,0.166
user_4,4,CLEAN_WATER,0.156
user_4,5,DISASTER_RELIEF,0.135
user_4,6,COMMUNITY_HEALTH,0.132
user_40,1,EDUCATION,0.200
user_40,2,CLEAN_WATER,0.193
user_40,3,COMMUNITY_HEALTH,0.192
user_40,4,ANIMAL_RESCUE,0.163
user_40,5,DISASTER_RELIEF,0.126
user_40,6,ENVIRONMENT,0.125
user_41,1,COMMUNITY_HEALTH,0.208
user_41,2,ANIMAL_RESCUE,0.187
user_41,3,CLEAN_WATER,0.175
user_41,4,DISASTER_RELIEF,0.157
user_41,5,ENVIRONMENT,0.152
user_41,6,EDUCATION,0.121
user_42,1,ANIMAL_RESCUE,0.176
user_42,2,EDUCATION,0.176
user_42,3,CLEAN_WATER,0.175
user_42,4,ENVIRONMENT,0.167
user_42,5,COMMUNITY_HEALTH,0.159
user_42,6,DISASTER_RELIEF,0.146
user_43,1,CLEAN_WATER,0.209
user_43,2,COMMUNITY_HEALTH,0.195
user_43,3,EDUCATION,0.179
user_43,4,ANIMAL_RESCUE,0.148
user_43,5,DISASTER_RELIEF,0.141
user_43,6,ENVIRONMENT,0.128
user_44,1,COMMUNITY_HEALTH,0.202
user_44,2,EDUCATION,0.197
user_44,3,CLEAN_WATER,0.187
user_44,4,ANIMAL_RESCUE,0.157
user_44,5,DISASTER_RELIEF,0.142
user_44,6,ENVIRONMENT,0.114
user_45,1,EDUCATION,0.248
user_45,2,ANIMAL_RESCUE,0.183
user_45,3,CLEAN_WATER,0.176
user_45,4,ENVIRONMENT,0.162
user_45,5,COMMUNITY_HEALTH,0.119
user_45,6,DISASTER_RELIEF,0.113
user_46,1,ANIMAL_RESCUE,0.226
user_46,2,ENVIRONMENT,0.178
user_46,3,COMMUNITY_HEALTH,0.162
user_46,4,DISASTER_RELIEF,0.155
user_46,5,CLEAN_WATER,0.140
user_46,6,EDUCATION,0.138
user_47,1,EDUCATION,0.229
user_47,2,ANIMAL_RESCUE,0.190
user_47,3,ENVIRONMENT,0.171
user_47,4,CLEAN_WATER,0.163
user_47,5,COMMUNITY_HEALTH,0.127
user_47,6,DISASTER_RELIEF,0.119
user_48,1,ANIMAL_RESCUE,0.186
user_48,2,CLEAN_WATER,0.181
user_48,3,ENVIRONMENT,0.178
user_48,4,COMMUNITY_HEALTH,0.156
user_48,5,DISASTER_RELIEF,0.155
user_48,6,EDUCATION,0.144
user_49,1,DISASTER_RELIEF,0.198
user_49,2,EDUCATION,0.190
user_49,3,CLEAN_WATER,0.176
user_49,4,COMMUNITY_HEALTH,0.171
user_49,5,ENVIRONMENT,0.136
user_49,6,ANIMAL_RESCUE,0.128
user_5,1,COMMUNITY_HEALTH,0.216
user_5,2,ANIMAL_RESCUE,0.210
user_5,3,CLEAN_WATER,0.174
user_5,4,EDUCATION,0.148
user_5,5,DISASTER_RELIEF,0.145
user_5,6,ENVIRONMENT,0.107
user_50,1,ANIMAL_RESCUE,0.227
user_50,2,DISASTER_RELIEF,0.213
user_50,3,COMMUNITY_HEALTH,0.173
user_50,4,CLEAN_WATER,0.148
user_50,5,ENVIRONMENT,0.128
user_50,6,EDUCATION,0.111
user_51,1,CLEAN_WATER,0.202
user_51,2,COMMUNITY_HEALTH,0.181
user_51,3,ENVIRONMENT,0.168
user_51,4,EDUCATION,0.167
user_51,5,DISASTER_RELIEF,0.146
user_51,6,ANIMAL_RESCUE,0.135
user_52,1,ANIMAL_RESCUE,0.184
user_52,2,CLEAN_WATER,0.182
user_52,3,ENVIRONMENT,0.173
user_52,4,EDUCATION,0.157
user_52,5,COMMUNITY_HEALTH,0.156
user_52,6,DISASTER_RELIEF,0.149
user_53,1,ANIMAL_RESCUE,0.182
user_53,2,CLEAN_WATER,0.181
user_53,3,ENVIRONMENT,0.175
user_53,4,DISASTER_RELIEF,0.159
user_53,5,COMMUNITY_HEALTH,0.156
user_53,6,EDUCATION,0.148
user_54,1,ANIMAL_RESCUE,0.235
user_54,2,COMMUNITY_HEALTH,0.170
user_54,3,DISASTER_RELIEF,0.168
user_54,4,CLEAN_WATER,0.157
user_54,5,ENVIRONMENT,0.147
user_54,6,EDUCATION,0.123
user_55,1,ANIMAL_RESCUE,0.217
user_55,2,ENVIRONMENT,0.180
user_55,3,COMMUNITY_HEALTH,0.165
user_55,4,DISASTER_RELIEF,0.161
user_55,5,EDUCATION,0.142
user_55,6,CLEAN_WATER,0.135
user_56,1,DISASTER_RELIEF,0.251
user_56,2,COMMUNITY_HEALTH,0.181
user_56,3,ENVIRONMENT,0.157
user_56,4,ANIMAL_RESCUE,0.145
user_56,5,EDUCATION,0.143
user_56,6,CLEAN_WATER,0.124
user_57,1,ANIMAL_RESCUE,0.191
user_57,2,EDUCATION,0.184
user_57,3,CLEAN_WATER,0.174
user_57,4,ENVIRONMENT,0.168
user_57,5,DISASTER_RELIEF,0.146
user_57,6,COMMUNITY_HEALTH,0.137
user_58,1,ANIMAL_RESCUE,0.220
user_58,2,DISASTER_RELIEF,0.187
user_58,3,COMMUNITY_HEALTH,0.179
user_58,4,CLEAN_WATER,0.155
user_58,5,ENVIRONMENT,0.149
user_58,6,EDUCATION,0.109
user_59,1,COMMUNITY_HEALTH,0.208
user_59,2,CLEAN_WATER,0.186
user_59,3,ANIMAL_RESCUE,0.181
user_59,4,DISASTER_RELIEF,0.159
user_59,5,EDUCATION,0.153
user_59,6,ENVIRONMENT,0.114
user_6,1,CLEAN_WATER,0.212
user_6,2,COMMUNITY_HEALTH,0.177
user_6,3,ENVIRONMENT,0.175
user_6,4,EDUCATION,0.161
user_6,5,ANIMAL_RESCUE,0.151
user_6,6,DISASTER_RELIEF,0.125
user_60,1,COMMUNITY_HEALTH,0.204
user_60,2,ANIMAL_RESCUE,0.195
user_60,3,CLEAN_WATER,0.186
user_60,4,ENVIRONMENT,0.150
user_60,5,DISASTER_RELIEF,0.141
user_60,6,EDUCATION,0.124
user_61,1,ANIMAL_RESCUE,0.209
user_61,2,COMMUNITY_HEALTH,0.194
user_61,3,CLEAN_WATER,0.179
user_61,4,ENVIRONMENT,0.159
user_61,5,DISASTER_RELIEF,0.139
user_61,6,EDUCATION,0.121
user_62,1,CLEAN_WATER,0.202
user_62,2,COMMUNITY_HEALTH,0.192
user_62,3,EDUCATION,0.187
user_62,4,ANIMAL_RESCUE,0.152
user_62,5,DISASTER_RELIEF,0.134
user_62,6,ENVIRONMENT,0.132
user_63,1,ANIMAL_RESCUE,0.178
user_63,2,CLEAN_WATER,0.174
user_63,3,ENVIRONMENT,0.168
user_63,4,EDUCATION,0.168
user_63,5,COMMUNITY_HEALTH,0.157
user_63,6,DISASTER_RELIEF,0.155
user_64,1,CLEAN_WATER,0.201
user_64,2,COMMUNITY_HEALTH,0.193
user_64,3,ANIMAL_RESCUE,0.170
user_64,4,DISASTER_RELIEF,0.151
user_64,5,EDUCATION,0.149
user_64,6,ENVIRONMENT,0.135
user_65,1,DISASTER_RELIEF,0.224
user_65,2,ENVIRONMENT,0.166
user_65,3,ANIMAL_RESCUE,0.160
user_65,4,EDUCATION,0.158
user_65,5,COMMUNITY_HEALTH,0.156
user_65,6,CLEAN_WATER,0.135
user_66,1,CLEAN_WATER,0.191
user_66,2,ANIMAL_RESCUE,0.183
user_66,3,ENVIRONMENT,0.180
user_66,4,EDUCATION,0.156
user_66,5,COMMUNITY_HEALTH,0.154
user_66,6,DISASTER_RELIEF,0.137
user_67,1,ANIMAL_RESCUE,0.191
user_67,2,COMMUNITY_HEALTH,0.183
user_67,3,CLEAN_WATER,0.179
user_67,4,ENVIRONMENT,0.177
user_67,5,DISASTER_RELIEF,0.152
user_67,6,EDUCATION,0.119
user_68,1,CLEAN_WATER,0.217
user_68,2,COMMUNITY_HEALTH,0.178
user_68,3,ENVIRONMENT,0.165
user_68,4,EDUCATION,0.156
user_68,5,ANIMAL_RESCUE,0.155
user_68,6,DISASTER_RELIEF,0.129
user_69,1,DISASTER_RELIEF,0.220
user_69,2,EDUCATION,0.175
user_69,3,COMMUNITY_HEALTH,0.170
user_69,4,ANIMAL_RESCUE,0.161
user_69,5,ENVIRONMENT,0.151
user_69,6,CLEAN_WATER,0.124
user_7,1,EDUCATION,0.215
user_7,2,ANIMAL_RESCUE,0.175
user_7,3,CLEAN_WATER,0.170
user_7,4,ENVIRONMENT,0.158
user_7,5,DISASTER_RELIEF,0.145
user_7,6,COMMUNITY_HEALTH,0.137
user_70,1,ANIMAL_RESCUE,0.211
user_70,2,ENVIRONMENT,0.174
user_70,3,DISASTER_RELIEF,0.174
user_70,4,COMMUNITY_HEALTH,0.159
user_70,5,CLEAN_WATER,0.143
user_70,6,EDUCATION,0.139
user_71,1,ANIMAL_RESCUE,0.239
user_71,2,CLEAN_WATER,0.167
user_71,3,ENVIRONMENT,0.164
user_71,4,DISASTER_RELIEF,0.155
user_71,5,EDUCATION,0.139
user_71,6,COMMUNITY_HEALTH,0.137
user_72,1,ANIMAL_RESCUE,0.222
user_72,2,DISASTER_RELIEF,0.180
user_72,3,ENVIRONMENT,0.167
user_72,4,COMMUNITY_HEALTH,0.159
user_72,5,CLEAN_WATER,0.148
user_72,6,EDUCATION,0.123
user_73,1,CLEAN_WATER,0.203
user_73,2,COMMUNITY_HEALTH,0.189
user_73,3,EDUCATION,0.162
user_73,4,ENVIRONMENT,0.156
user_73,5,DISASTER_RELIEF,0.151
user_73,6,ANIMAL_RESCUE,0.140
user_74,1,DISASTER_RELIEF,0.195
user_74,2,EDUCATION,0.183
user_74,3,COMMUNITY_HEALTH,0.172
user_74,4,CLEAN_WATER,0.170
user_74,5,ANIMAL_RESCUE,0.140
user_74,6,ENVIRONMENT,0.139
user_75,1,ANIMAL_RESCUE,0.238
user_75,2,CLEAN_WATER,0.180
user_75,3,EDUCATION,0.163
user_75,4,ENVIRONMENT,0.158
user_75,5,COMMUNITY_HEALTH,0.131
user_75,6,DISASTER_RELIEF,0.131
user_76,1,CLEAN_WATER,0.204
user_76,2,COMMUNITY_HEALTH,0.184
user_76,3,EDUCATION,0.182
user_76,4,ENVIRONMENT,0.160
user_76,5,DISASTER_RELIEF,0.137
user_76,6,ANIMAL_RESCUE,0.133
user_77,1,COMMUNITY_HEALTH,0.183
user_77,2,ENVIRONMENT,0.181
user_77,3,ANIMAL_RESCUE,0.177
user_77,4,CLEAN_WATER,0.171
user_77,5,DISASTER_RELIEF,0.155
user_77,6,EDUCATION,0.133
user_78,1,ANIMAL_RESCUE,0.228
user_78,2,DISASTER_RELIEF,0.185
user_78,3,COMMUNITY_HEALTH,0.165
user_78,4,CLEAN_WATER,0.161
user_78,5,ENVIRONMENT,0.139
user_78,6,EDUCATION,0.122
user_79,1,DISASTER_RELIEF,0.236
user_79,2,COMMUNITY_HEALTH,0.170
user_79,3,ENVIRONMENT,0.157
user_79,4,ANIMAL_RESCUE,0.154
user_79,5,EDUCATION,0.148
user_79,6,CLEAN_WATER,0.136
user_8,1,DISASTER_RELIEF,0.183
user_8,2,COMMUNITY_HEALTH,0.183
user_8,3,CLEAN_WATER,0.170
user_8,4,ANIMAL_RESCUE,0.165
user_8,5,ENVIRONMENT,0.160
user_8,6,EDUCATION,0.140
user_80,1,COMMUNITY_HEALTH,0.201
user_80,2,ANIMAL_RESCUE,0.180
user_80,3,CLEAN_WATER,0.174
user_80,4,DISASTER_RELIEF,0.160
user_80,5,EDUCATION,0.152
user_80,6,ENVIRONMENT,0.134
user_81,1,ANIMAL_RESCUE,0.249
user_81,2,ENVIRONMENT,0.171
user_81,3,CLEAN_WATER,0.171
user_81,4,EDUCATION,0.153
user_81,5,COMMUNITY_HEALTH,0.128
user_81,6,DISASTER_RELIEF,0.128
user_82,1,ANIMAL_RESCUE,0.215
user_82,2,ENVIRONMENT,0.176
user_82,3,DISASTER_RELIEF,0.168
user_82,4,COMMUNITY_HEALTH,0.152
user_82,5,CLEAN_WATER,0.145
user_82,6,EDUCATION,0.143
user_83,1,COMMUNITY_HEALTH,0.205
user_83,2,ANIMAL_RESCUE,0.192
user_83,3,CLEAN_WATER,0.170
user_83,4,ENVIRONMENT,0.152
user_83,5,DISASTER_RELIEF,0.151
user_83,6,EDUCATION,0.130
user_84,1,DISASTER_RELIEF,0.224
user_84,2,COMMUNITY_HEALTH,0.183
user_84,3,ANIMAL_RESCUE,0.168
user_84,4,CLEAN_WATER,0.155
user_84,5,ENVIRONMENT,0.137
user_84,6,EDUCATION,0.133
user_85,1,ANIMAL_RESCUE,0.212
user_85,2,ENVIRONMENT,0.183
user_85,3,COMMUNITY_HEALTH,0.169
user_85,4,DISASTER_RELIEF,0.157
user_85,5,EDUCATION,0.140
user_85,6,CLEAN_WATER,0.139
user_86,1,ANIMAL_RESCUE,0.225
user_86,2,ENVIRONMENT,0.187
user_86,3,EDUCATION,0.166
user_86,4,CLEAN_WATER,0.150
user_86,5,DISASTER_RELIEF,0.147
user_86,6,COMMUNITY_HEALTH,0.124
user_87,1,ANIMAL_RESCUE,0.206
user_87,2,COMMUNITY_HEALTH,0.196
user_87,3,CLEAN_WATER,0.179
user_87,4,ENVIRONMENT,0.153
user_87,5,DISASTER_RELIEF,0.148
user_87,6,EDUCATION,0.119
user_88,1,DISASTER_RELIEF,0.215
user_88,2,COMMUNITY_HEALTH,0.176
user_88,3,ANIMAL_RESCUE,0.163
user_88,4,EDUCATION,0.159
user_88,5,ENVIRONMENT,0.159
user_88,6,CLEAN_WATER,0.127
user_89,1,DISASTER_RELIEF,0.217
user_89,2,EDUCATION,0.183
user_89,3,COMMUNITY_HEALTH,0.172
user_89,4,CLEAN_WATER,0.170
user_89,5,ANIMAL_RESCUE,0.131
user_89,6,ENVIRONMENT,0.128
user_9,1,ENVIRONMENT,0.219
user_9,2,ANIMAL_RESCUE,0.197
user_9,3,DISASTER_RELIEF,0.162
user_9,4,COMMUNITY_HEALTH,0.150
user_9,5,CLEAN_WATER,0.138
user_9,6,EDUCATION,0.134
user_90,1,DISASTER_RELIEF,0.226
user_90,2,COMMUNITY_HEALTH,0.191
user_90,3,ANIMAL_RESCUE,0.169
user_90,4,CLEAN_WATER,0.145
user_90,5,EDUCATION,0.134
user_90,6,ENVIRONMENT,0.134
user_91,1,ANIMAL_RESCUE,0.193
user_91,2,CLEAN_WATER,0.185
user_91,3,ENVIRONMENT,0.171
user_91,4,EDUCATION,0.166
user_91,5,DISASTER_RELIEF,0.143
user_91,6,COMMUNITY_HEALTH,0.143
user_92,1,COMMUNITY_HEALTH,0.207
user_92,2,ANIMAL_RESCUE,0.182
user_92,3,CLEAN_WATER,0.176
user_92,4,DISASTER_RELIEF,0.168
user_92,5,ENVIRONMENT,0.148
user_92,6,EDUCATION,0.119
user_93,1,CLEAN_WATER,0.214
user_93,2,COMMUNITY_HEALTH,0.190
user_93,3,EDUCATION,0.176
user_93,4,DISASTER_RELIEF,0.151
user_93,5,ANIMAL_RESCUE,0.143
user_93,6,ENVIRONMENT,0.125
user_94,1,ANIMAL_RESCUE,0.208
user_94,2,ENVIRONMENT,0.173
user_94,3,DISASTER_RELIEF,0.173
user_94,4,COMMUNITY_HEALTH,0.172
user_94,5,EDUCATION,0.140
user_94,6,CLEAN_WATER,0.134
user_95,1,ANIMAL_RESCUE,0.223
user_95,2,DISASTER_RELIEF,0.165
user_95,3,ENVIRONMENT,0.164
user_95,4,EDUCATION,0.161
user_95,5,CLEAN_WATER,0.149
user_95,6,COMMUNITY_HEALTH,0.138
user_96,1,ANIMAL_RESCUE,0.182
user_96,2,ENVIRONMENT,0.178
user_96,3,EDUCATION,0.177
user_96,4,DISASTER_RELIEF,0.161
user_96,5,COMMUNITY_HEALTH,0.157
user_96,6,CLEAN_WATER,0.145
user_97,1,ANIMAL_RESCUE,0.207
user_97,2,ENVIRONMENT,0.185
user_97,3,COMMUNITY_HEALTH,0.171
user_97,4,DISASTER_RELIEF,0.155
user_97,5,CLEAN_WATER,0.142
user_97,6,EDUCATION,0.139
user_98,1,EDUCATION,0.214
user_98,2,ANIMAL_RESCUE,0.180
user_98,3,ENVIRONMENT,0.177
user_98,4,CLEAN_WATER,0.173
user_98,5,DISASTER_RELIEF,0.132
user_98,6,COMMUNITY_HEALTH,0.123
user_99,1,COMMUNITY_HEALTH,0.216
user_99,2,ANIMAL_RESCUE,0.208
user_99,3,CLEAN_WATER,0.174
user_99,4,EDUCATION,0.152
user_99,5,DISASTER_RELIEF,0.143
user_99,6,ENVIRONMENT,0.107
